key,speaker,word,repetition,start,end,wav,elapsed,L1,age,gender,FR_level,RU_level
KV__cache cache__1,KV,cache cache,1,1.67,1.93,kv_rus_list1_FRcorp21.wav,0.08,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.93,2.37,kv_rus_list1_FRcorp21.wav,0.098,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.74,1.14,kv_rus_list1_FRcorp22.wav,0.091,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.14,1.53,kv_rus_list1_FRcorp22.wav,0.096,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.53,2.22,kv_rus_list1_FRcorp22.wav,0.127,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,2.22,2.47,kv_rus_list1_FRcorp22.wav,0.09,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,2.47,2.84,kv_rus_list1_FRcorp22.wav,0.098,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.63,0.96,kv_rus_list1_FRcorp23.wav,0.087,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.96,1.63,kv_rus_list1_FRcorp23.wav,0.122,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.66,1.9124,kv_rus_list1_FRcorp23.wav,0.088,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.9124,2.32,kv_rus_list1_FRcorp23.wav,0.098,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.68,0.99,kv_rus_list1_FRcorp24.wav,0.097,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.99,1.26,kv_rus_list1_FRcorp24.wav,0.088,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.29,1.66,kv_rus_list1_FRcorp24.wav,0.099,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.66,1.8877,kv_rus_list1_FRcorp24.wav,0.09,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,1.8877,2.0365,kv_rus_list1_FRcorp24.wav,0.079,ru,38,m,A2,C2
KV__pour gabriel__1,KV,pour gabriel,1,2.395,2.7117,kv_rus_list1_FRcorp24.wav,0.097,ru,38,m,A2,C2
KV__louche__1,KV,louche,1,2.8337,3.2114,kv_rus_list1_FRcorp24.wav,0.106,ru,38,m,A2,C2
KV__distractor__1,KV,distractor,1,3.4098,3.7035,kv_rus_list1_FRcorp24.wav,0.091,ru,38,m,A2,C2
KV__tulle__1,KV,tulle,1,3.7035,3.8904,kv_rus_list1_FRcorp24.wav,0.083,ru,38,m,A2,C2
KV__juxtaposer__1,KV,juxtaposer,1,3.8904,4.1346,kv_rus_list1_FRcorp24.wav,0.089,ru,38,m,A2,C2
KV__pas ceux__1,KV,pas ceux,1,4.1346,4.2261,kv_rus_list1_FRcorp24.wav,0.066,ru,38,m,A2,C2
KV__garage__1,KV,garage,1,4.28,4.62,kv_rus_list1_FRcorp24.wav,0.094,ru,38,m,A2,C2
KV__tsarine__1,KV,tsarine,1,4.67,5.16,kv_rus_list1_FRcorp24.wav,0.108,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.95,1.33,kv_rus_list1_FRcorp25.wav,0.098,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.33,1.65,kv_rus_list1_FRcorp25.wav,0.115,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.65,1.99,kv_rus_list1_FRcorp25.wav,0.122,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.99,2.26,kv_rus_list1_FRcorp25.wav,0.104,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,2.26,2.63,kv_rus_list1_FRcorp25.wav,0.123,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.69,1.01,kv_rus_list1_FRcorp26.wav,0.105,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.01,1.3664,kv_rus_list1_FRcorp26.wav,0.101,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.3664,1.6424,kv_rus_list1_FRcorp26.wav,0.095,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.71,1.97,kv_rus_list1_FRcorp26.wav,0.11,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,1.97,2.39,kv_rus_list1_FRcorp26.wav,0.106,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.7,1.23,kv_rus_list1_FRcorp27.wav,0.108,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.23,1.65,kv_rus_list1_FRcorp27.wav,0.09,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.65,1.89,kv_rus_list1_FRcorp27.wav,0.087,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.89,2.3,kv_rus_list1_FRcorp27.wav,0.098,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.89,1.2553,kv_rus_list1_FRcorp28.wav,0.101,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.2553,1.56,kv_rus_list1_FRcorp28.wav,0.098,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.56,1.92,kv_rus_list1_FRcorp28.wav,0.098,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.95,2.19,kv_rus_list1_FRcorp28.wav,0.085,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,2.19,2.59,kv_rus_list1_FRcorp28.wav,0.095,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.52,0.8309,kv_rus_list1_FRcorp29.wav,0.094,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.8309,1.34,kv_rus_list1_FRcorp29.wav,0.112,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.42,1.68,kv_rus_list1_FRcorp29.wav,0.087,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.68,2.11,kv_rus_list1_FRcorp29.wav,0.098,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.81,1.12,kv_rus_list1_FRcorp2.wav,0.118,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.12,1.76,kv_rus_list1_FRcorp2.wav,0.121,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.84,2.1098,kv_rus_list1_FRcorp2.wav,0.098,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,2.1098,2.5222,kv_rus_list1_FRcorp2.wav,0.087,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.76,0.96,kv_rus_list1_FRcorp30.wav,0.078,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.96,1.4414,kv_rus_list1_FRcorp30.wav,0.104,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.49,1.79,kv_rus_list1_FRcorp30.wav,0.101,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.79,2.2003,kv_rus_list1_FRcorp30.wav,0.107,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.57,0.89,kv_rus_list1_FRcorp31.wav,0.092,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.89,1.55,kv_rus_list1_FRcorp31.wav,0.112,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.62,1.8983,kv_rus_list1_FRcorp31.wav,0.088,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.8983,2.3039,kv_rus_list1_FRcorp31.wav,0.101,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.59,1.02,kv_rus_list1_FRcorp32.wav,0.098,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.05,1.57,kv_rus_list1_FRcorp32.wav,0.112,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.57,1.8442,kv_rus_list1_FRcorp32.wav,0.091,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.8442,2.23,kv_rus_list1_FRcorp32.wav,0.107,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.7917,1.09,kv_rus_list1_FRcorp33.wav,0.092,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.09,1.3671,kv_rus_list1_FRcorp33.wav,0.092,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.3671,1.97,kv_rus_list1_FRcorp33.wav,0.114,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.97,2.2357,kv_rus_list1_FRcorp33.wav,0.085,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,2.2357,2.63,kv_rus_list1_FRcorp33.wav,0.1,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.65,0.93,kv_rus_list1_FRcorp34.wav,0.089,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.93,1.32,kv_rus_list1_FRcorp34.wav,0.095,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.32,1.6,kv_rus_list1_FRcorp34.wav,0.087,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.6,2.0546,kv_rus_list1_FRcorp34.wav,0.098,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.94,1.25,kv_rus_list1_FRcorp35.wav,0.093,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.25,1.86,kv_rus_list1_FRcorp35.wav,0.123,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.86,2.1232,kv_rus_list1_FRcorp35.wav,0.092,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,2.1232,2.51,kv_rus_list1_FRcorp35.wav,0.107,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.85,1.1231,kv_rus_list1_FRcorp36.wav,0.095,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.1231,1.89,kv_rus_list1_FRcorp36.wav,0.135,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.89,2.157,kv_rus_list1_FRcorp36.wav,0.095,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,2.157,2.5748,kv_rus_list1_FRcorp36.wav,0.098,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.68,0.94,kv_rus_list1_FRcorp37.wav,0.089,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.94,1.22,kv_rus_list1_FRcorp37.wav,0.091,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.31,1.69,kv_rus_list1_FRcorp37.wav,0.088,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.69,1.92,kv_rus_list1_FRcorp37.wav,0.088,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,1.92,2.25,kv_rus_list1_FRcorp37.wav,0.095,ru,38,m,A2,C2
KV__pour gabriel__1,KV,pour gabriel,1,2.5,2.86,kv_rus_list1_FRcorp37.wav,0.096,ru,38,m,A2,C2
KV__louche__1,KV,louche,1,3.09,3.32,kv_rus_list1_FRcorp37.wav,0.081,ru,38,m,A2,C2
KV__distractor__1,KV,distractor,1,3.32,3.51,kv_rus_list1_FRcorp37.wav,0.074,ru,38,m,A2,C2
KV__tulle__1,KV,tulle,1,3.51,3.81,kv_rus_list1_FRcorp37.wav,0.088,ru,38,m,A2,C2
KV__juxtaposer__1,KV,juxtaposer,1,3.81,3.95,kv_rus_list1_FRcorp37.wav,0.072,ru,38,m,A2,C2
KV__pas ceux__1,KV,pas ceux,1,3.95,4.23,kv_rus_list1_FRcorp37.wav,0.088,ru,38,m,A2,C2
KV__garage__1,KV,garage,1,4.28,4.74,kv_rus_list1_FRcorp37.wav,0.108,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.99,1.23,kv_rus_list1_FRcorp38.wav,0.085,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.23,1.8,kv_rus_list1_FRcorp38.wav,0.115,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.83,2.07,kv_rus_list1_FRcorp38.wav,0.084,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,2.07,2.46,kv_rus_list1_FRcorp38.wav,0.097,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.68,0.93,kv_rus_list1_FRcorp39.wav,0.09,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.93,1.23,kv_rus_list1_FRcorp39.wav,0.085,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.26,1.52,kv_rus_list1_FRcorp39.wav,0.087,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.52,1.8,kv_rus_list1_FRcorp39.wav,0.086,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,1.8,2.16,kv_rus_list1_FRcorp39.wav,0.099,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.74,1.1,kv_rus_list1_FRcorp3.wav,0.097,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.1,1.5576,kv_rus_list1_FRcorp3.wav,0.105,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.5576,2.0034,kv_rus_list1_FRcorp3.wav,0.107,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,2.08,2.33,kv_rus_list1_FRcorp3.wav,0.087,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,2.33,2.76,kv_rus_list1_FRcorp3.wav,0.102,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.6,0.92,kv_rus_list1_FRcorp40.wav,0.095,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.92,1.33,kv_rus_list1_FRcorp40.wav,0.098,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.33,1.57,kv_rus_list1_FRcorp40.wav,0.084,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.57,1.99,kv_rus_list1_FRcorp40.wav,0.098,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,1.13,1.43,kv_rus_list1_FRcorp41.wav,0.092,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.43,1.7762,kv_rus_list1_FRcorp41.wav,0.096,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.7762,2.0933,kv_rus_list1_FRcorp41.wav,0.098,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,2.14,2.38,kv_rus_list1_FRcorp41.wav,0.085,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,2.38,2.77,kv_rus_list1_FRcorp41.wav,0.095,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.83,1.07,kv_rus_list1_FRcorp42.wav,0.084,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.07,1.37,kv_rus_list1_FRcorp42.wav,0.099,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.37,1.61,kv_rus_list1_FRcorp42.wav,0.084,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.61,1.84,kv_rus_list1_FRcorp42.wav,0.083,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,1.84,2.15,kv_rus_list1_FRcorp42.wav,0.092,ru,38,m,A2,C2
KV__pour gabriel__1,KV,pour gabriel,1,2.2,2.57,kv_rus_list1_FRcorp42.wav,0.097,ru,38,m,A2,C2
KV__louche__1,KV,louche,1,2.78,3.11,kv_rus_list1_FRcorp42.wav,0.099,ru,38,m,A2,C2
KV__distractor__1,KV,distractor,1,3.11,3.51,kv_rus_list1_FRcorp42.wav,0.11,ru,38,m,A2,C2
KV__tulle__1,KV,tulle,1,3.51,3.73,kv_rus_list1_FRcorp42.wav,0.08,ru,38,m,A2,C2
KV__juxtaposer__1,KV,juxtaposer,1,3.73,3.89,kv_rus_list1_FRcorp42.wav,0.076,ru,38,m,A2,C2
KV__pas ceux__1,KV,pas ceux,1,3.89,4.16,kv_rus_list1_FRcorp42.wav,0.089,ru,38,m,A2,C2
KV__garage__1,KV,garage,1,4.23,4.7,kv_rus_list1_FRcorp42.wav,0.153,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.64,0.84,kv_rus_list1_FRcorp43.wav,0.079,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.84,1.32,kv_rus_list1_FRcorp43.wav,0.102,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.38,1.64,kv_rus_list1_FRcorp43.wav,0.09,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.64,2.07,kv_rus_list1_FRcorp43.wav,0.104,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.5686,0.85,kv_rus_list1_FRcorp44.wav,0.095,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.85,1.24,kv_rus_list1_FRcorp44.wav,0.097,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.3,1.54,kv_rus_list1_FRcorp44.wav,0.084,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.54,1.9924,kv_rus_list1_FRcorp44.wav,0.105,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.63,0.84,kv_rus_list1_FRcorp45.wav,0.081,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.84,1.349,kv_rus_list1_FRcorp45.wav,0.116,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.41,1.67,kv_rus_list1_FRcorp45.wav,0.08,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.67,2.1,kv_rus_list1_FRcorp45.wav,0.101,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.65,0.87,kv_rus_list1_FRcorp46.wav,0.071,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.87,1.65,kv_rus_list1_FRcorp46.wav,0.131,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.65,1.9317,kv_rus_list1_FRcorp46.wav,0.092,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.9317,2.34,kv_rus_list1_FRcorp46.wav,0.098,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.64,0.8306,kv_rus_list1_FRcorp47.wav,0.079,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.8306,1.45,kv_rus_list1_FRcorp47.wav,0.118,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.45,1.7,kv_rus_list1_FRcorp47.wav,0.085,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.7,2.1222,kv_rus_list1_FRcorp47.wav,0.105,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.7715,1.05,kv_rus_list1_FRcorp48.wav,0.094,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.05,1.3112,kv_rus_list1_FRcorp48.wav,0.095,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.3112,1.95,kv_rus_list1_FRcorp48.wav,0.128,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.95,2.22,kv_rus_list1_FRcorp48.wav,0.094,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,2.22,2.62,kv_rus_list1_FRcorp48.wav,0.104,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.92,1.193,kv_rus_list1_FRcorp49.wav,0.092,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.193,1.46,kv_rus_list1_FRcorp49.wav,0.099,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.46,1.8,kv_rus_list1_FRcorp49.wav,0.1,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.84,2.08,kv_rus_list1_FRcorp49.wav,0.091,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,2.08,2.5,kv_rus_list1_FRcorp49.wav,0.096,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.78,1.2409,kv_rus_list1_FRcorp4.wav,0.104,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.2409,1.79,kv_rus_list1_FRcorp4.wav,0.115,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.84,2.1349,kv_rus_list1_FRcorp4.wav,0.091,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,2.1349,2.58,kv_rus_list1_FRcorp4.wav,0.107,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.74,0.9564,kv_rus_list1_FRcorp50.wav,0.078,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.9564,1.6,kv_rus_list1_FRcorp50.wav,0.119,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.6,1.89,kv_rus_list1_FRcorp50.wav,0.096,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.89,2.3,kv_rus_list1_FRcorp50.wav,0.095,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.69,1.0,kv_rus_list1_FRcorp51.wav,0.092,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.0,1.63,kv_rus_list1_FRcorp51.wav,0.121,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.67,1.92,kv_rus_list1_FRcorp51.wav,0.09,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.92,2.32,kv_rus_list1_FRcorp51.wav,0.091,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.92,1.19,kv_rus_list1_FRcorp52.wav,0.086,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.19,1.6884,kv_rus_list1_FRcorp52.wav,0.11,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.74,1.9981,kv_rus_list1_FRcorp52.wav,0.087,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.9981,2.41,kv_rus_list1_FRcorp52.wav,0.097,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.65,0.93,kv_rus_list1_FRcorp53.wav,0.092,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.93,1.4,kv_rus_list1_FRcorp53.wav,0.105,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.47,1.7579,kv_rus_list1_FRcorp53.wav,0.095,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.7579,2.17,kv_rus_list1_FRcorp53.wav,0.098,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.68,0.92,kv_rus_list1_FRcorp54.wav,0.088,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.92,1.19,kv_rus_list1_FRcorp54.wav,0.092,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.19,1.54,kv_rus_list1_FRcorp54.wav,0.097,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.57,1.8,kv_rus_list1_FRcorp54.wav,0.088,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,1.8,2.2,kv_rus_list1_FRcorp54.wav,0.102,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.72,0.9576,kv_rus_list1_FRcorp55.wav,0.088,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.9576,1.57,kv_rus_list1_FRcorp55.wav,0.122,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.57,1.81,kv_rus_list1_FRcorp55.wav,0.081,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.81,2.2,kv_rus_list1_FRcorp55.wav,0.111,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.79,1.04,kv_rus_list1_FRcorp56.wav,0.09,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.04,1.36,kv_rus_list1_FRcorp56.wav,0.105,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.39,1.67,kv_rus_list1_FRcorp56.wav,0.102,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.67,1.9478,kv_rus_list1_FRcorp56.wav,0.106,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,1.9478,2.31,kv_rus_list1_FRcorp56.wav,0.113,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,1.07,1.32,kv_rus_list1_FRcorp57.wav,0.133,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.32,1.85,kv_rus_list1_FRcorp57.wav,0.126,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.85,2.16,kv_rus_list1_FRcorp57.wav,0.106,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,2.16,2.54,kv_rus_list1_FRcorp57.wav,0.124,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.94,1.17,kv_rus_list1_FRcorp58.wav,0.104,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.17,1.447,kv_rus_list1_FRcorp58.wav,0.11,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.447,1.7462,kv_rus_list1_FRcorp58.wav,0.101,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.79,2.02,kv_rus_list1_FRcorp58.wav,0.092,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,2.02,2.4,kv_rus_list1_FRcorp58.wav,0.101,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.59,0.81,kv_rus_list1_FRcorp59.wav,0.079,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,0.81,1.12,kv_rus_list1_FRcorp59.wav,0.108,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.17,1.4,kv_rus_list1_FRcorp59.wav,0.098,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,1.4,1.58,kv_rus_list1_FRcorp59.wav,0.097,ru,38,m,A2,C2
KV__divan__1,KV,divan,1,1.58,1.81,kv_rus_list1_FRcorp59.wav,0.093,ru,38,m,A2,C2
KV__pour gabriel__1,KV,pour gabriel,1,1.85,2.19,kv_rus_list1_FRcorp59.wav,0.114,ru,38,m,A2,C2
KV__louche__1,KV,louche,1,2.4,2.74,kv_rus_list1_FRcorp59.wav,0.1,ru,38,m,A2,C2
KV__distractor__1,KV,distractor,1,2.74,3.06,kv_rus_list1_FRcorp59.wav,0.104,ru,38,m,A2,C2
KV__tulle__1,KV,tulle,1,3.19,3.44,kv_rus_list1_FRcorp59.wav,0.098,ru,38,m,A2,C2
KV__juxtaposer__1,KV,juxtaposer,1,3.44,3.58,kv_rus_list1_FRcorp59.wav,0.075,ru,38,m,A2,C2
KV__pas ceux__1,KV,pas ceux,1,3.58,3.84,kv_rus_list1_FRcorp59.wav,0.101,ru,38,m,A2,C2
KV__garage__1,KV,garage,1,3.87,4.32,kv_rus_list1_FRcorp59.wav,0.109,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.69,1.1,kv_rus_list1_FRcorp5.wav,0.097,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.1,1.72,kv_rus_list1_FRcorp5.wav,0.114,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.77,2.06,kv_rus_list1_FRcorp5.wav,0.093,ru,38,m,A2,C2
KV__hier__1,KV,hier,1,2.06,2.49,kv_rus_list1_FRcorp5.wav,0.104,ru,38,m,A2,C2
KV__j'en chie__1,KV,j'en chie,1,0.95,1.19,kv_rus_list1_FRcorp60.wav,0.088,ru,38,m,A2,C2
KV__sérieux__1,KV,sérieux,1,1.19,1.4256,kv_rus_list1_FRcorp60.wav,0.09,ru,38,m,A2,C2
KV__cache cache__1,KV,cache cache,1,1.4256,2.02,kv_rus_list1_FRcorp60.wav,0.128,ru,38,m,A2,C2
