key,speaker,word,repetition,start,end,wav,elapsed,L1,age,gender,FR_level,RU_level
AG__hier__1,AG,hier,1,2.68,2.81,ag_fra_list1_FRcorp24.wav,0.071,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.81,2.97,ag_fra_list1_FRcorp24.wav,0.076,fr,25,m,C2,A2
AG__pour gabriel__1,AG,pour gabriel,1,2.97,3.39,ag_fra_list1_FRcorp24.wav,0.094,fr,25,m,C2,A2
AG__louche__1,AG,louche,1,3.64,3.86,ag_fra_list1_FRcorp24.wav,0.074,fr,25,m,C2,A2
AG__distractor__1,AG,distractor,1,3.86,4.04,ag_fra_list1_FRcorp24.wav,0.079,fr,25,m,C2,A2
AG__tulle__1,AG,tulle,1,4.04,4.22,ag_fra_list1_FRcorp24.wav,0.079,fr,25,m,C2,A2
AG__juxtaposer__1,AG,juxtaposer,1,4.22,4.34,ag_fra_list1_FRcorp24.wav,0.072,fr,25,m,C2,A2
AG__pas ceux__1,AG,pas ceux,1,4.34,4.55,ag_fra_list1_FRcorp24.wav,0.073,fr,25,m,C2,A2
AG__garage__1,AG,garage,1,4.55,5.0935,ag_fra_list1_FRcorp24.wav,0.101,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.5,1.7176,ag_fra_list1_FRcorp25.wav,0.076,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.7176,1.87,ag_fra_list1_FRcorp25.wav,0.074,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.87,2.07,ag_fra_list1_FRcorp25.wav,0.075,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.07,2.31,ag_fra_list1_FRcorp25.wav,0.084,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.31,2.63,ag_fra_list1_FRcorp25.wav,0.083,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.42,1.64,ag_fra_list1_FRcorp26.wav,0.07,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.64,1.91,ag_fra_list1_FRcorp26.wav,0.086,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.91,2.14,ag_fra_list1_FRcorp26.wav,0.081,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.14,2.36,ag_fra_list1_FRcorp26.wav,0.074,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.36,2.7,ag_fra_list1_FRcorp26.wav,0.086,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.39,1.61,ag_fra_list1_FRcorp27.wav,0.073,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.61,1.91,ag_fra_list1_FRcorp27.wav,0.089,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.91,2.13,ag_fra_list1_FRcorp27.wav,0.07,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.13,2.51,ag_fra_list1_FRcorp27.wav,0.097,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.38,1.6113,ag_fra_list1_FRcorp28.wav,0.083,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.6113,1.7925,ag_fra_list1_FRcorp28.wav,0.082,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.7925,2.02,ag_fra_list1_FRcorp28.wav,0.078,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.02,2.25,ag_fra_list1_FRcorp28.wav,0.073,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.25,2.65,ag_fra_list1_FRcorp28.wav,0.091,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.09,1.33,ag_fra_list1_FRcorp29.wav,0.08,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.33,1.67,ag_fra_list1_FRcorp29.wav,0.089,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.67,1.91,ag_fra_list1_FRcorp29.wav,0.078,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.91,2.27,ag_fra_list1_FRcorp29.wav,0.085,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.39,1.65,ag_fra_list1_FRcorp2.wav,0.083,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.65,2.12,ag_fra_list1_FRcorp2.wav,0.1,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.12,2.38,ag_fra_list1_FRcorp2.wav,0.084,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.38,2.77,ag_fra_list1_FRcorp2.wav,0.093,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.5125,1.69,ag_fra_list1_FRcorp30.wav,0.083,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.69,2.03,ag_fra_list1_FRcorp30.wav,0.087,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.03,2.26,ag_fra_list1_FRcorp30.wav,0.08,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.26,2.6416,ag_fra_list1_FRcorp30.wav,0.097,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.3,1.54,ag_fra_list1_FRcorp31.wav,0.082,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.54,2.03,ag_fra_list1_FRcorp31.wav,0.103,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.03,2.29,ag_fra_list1_FRcorp31.wav,0.092,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.29,2.68,ag_fra_list1_FRcorp31.wav,0.089,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.14,1.3537,ag_fra_list1_FRcorp32.wav,0.067,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.3537,1.86,ag_fra_list1_FRcorp32.wav,0.086,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.86,2.0752,ag_fra_list1_FRcorp32.wav,0.073,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.0752,2.46,ag_fra_list1_FRcorp32.wav,0.089,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,0.88,1.12,ag_fra_list1_FRcorp33.wav,0.079,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.12,1.33,ag_fra_list1_FRcorp33.wav,0.07,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.33,1.9,ag_fra_list1_FRcorp33.wav,0.104,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.9,2.14,ag_fra_list1_FRcorp33.wav,0.083,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.14,2.4936,ag_fra_list1_FRcorp33.wav,0.098,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.49,1.74,ag_fra_list1_FRcorp34.wav,0.087,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.74,2.03,ag_fra_list1_FRcorp34.wav,0.082,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.03,2.29,ag_fra_list1_FRcorp34.wav,0.084,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.29,2.74,ag_fra_list1_FRcorp34.wav,0.095,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.4426,1.65,ag_fra_list1_FRcorp35.wav,0.071,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.65,2.1,ag_fra_list1_FRcorp35.wav,0.09,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.1,2.33,ag_fra_list1_FRcorp35.wav,0.08,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.33,2.75,ag_fra_list1_FRcorp35.wav,0.096,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,0.9666,1.23,ag_fra_list1_FRcorp36.wav,0.088,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.23,1.95,ag_fra_list1_FRcorp36.wav,0.111,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.95,2.18,ag_fra_list1_FRcorp36.wav,0.079,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.18,2.5573,ag_fra_list1_FRcorp36.wav,0.091,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.39,1.57,ag_fra_list1_FRcorp37.wav,0.082,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.57,1.73,ag_fra_list1_FRcorp37.wav,0.076,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.73,1.92,ag_fra_list1_FRcorp37.wav,0.073,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.92,2.04,ag_fra_list1_FRcorp37.wav,0.07,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.04,2.2,ag_fra_list1_FRcorp37.wav,0.077,fr,25,m,C2,A2
AG__pour gabriel__1,AG,pour gabriel,1,2.2,2.56,ag_fra_list1_FRcorp37.wav,0.09,fr,25,m,C2,A2
AG__louche__1,AG,louche,1,2.56,2.83,ag_fra_list1_FRcorp37.wav,0.085,fr,25,m,C2,A2
AG__distractor__1,AG,distractor,1,2.83,3.03,ag_fra_list1_FRcorp37.wav,0.072,fr,25,m,C2,A2
AG__tulle__1,AG,tulle,1,3.03,3.21,ag_fra_list1_FRcorp37.wav,0.082,fr,25,m,C2,A2
AG__juxtaposer__1,AG,juxtaposer,1,3.21,3.33,ag_fra_list1_FRcorp37.wav,0.067,fr,25,m,C2,A2
AG__pas ceux__1,AG,pas ceux,1,3.33,3.49,ag_fra_list1_FRcorp37.wav,0.077,fr,25,m,C2,A2
AG__garage__1,AG,garage,1,3.49,3.989,ag_fra_list1_FRcorp37.wav,0.101,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.0026,1.2,ag_fra_list1_FRcorp38.wav,0.076,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.2,1.59,ag_fra_list1_FRcorp38.wav,0.089,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.59,1.82,ag_fra_list1_FRcorp38.wav,0.078,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.82,2.19,ag_fra_list1_FRcorp38.wav,0.091,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.2,1.41,ag_fra_list1_FRcorp39.wav,0.071,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.41,1.57,ag_fra_list1_FRcorp39.wav,0.076,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.57,1.78,ag_fra_list1_FRcorp39.wav,0.072,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.78,2.03,ag_fra_list1_FRcorp39.wav,0.081,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.03,2.42,ag_fra_list1_FRcorp39.wav,0.088,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.55,1.83,ag_fra_list1_FRcorp3.wav,0.087,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.83,2.12,ag_fra_list1_FRcorp3.wav,0.088,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.12,2.36,ag_fra_list1_FRcorp3.wav,0.075,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.36,2.6,ag_fra_list1_FRcorp3.wav,0.079,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.6,3.0,ag_fra_list1_FRcorp3.wav,0.09,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.46,1.7,ag_fra_list1_FRcorp40.wav,0.08,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.7,1.98,ag_fra_list1_FRcorp40.wav,0.079,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.98,2.21,ag_fra_list1_FRcorp40.wav,0.076,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.21,2.64,ag_fra_list1_FRcorp40.wav,0.097,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.09,1.35,ag_fra_list1_FRcorp41.wav,0.084,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.35,1.63,ag_fra_list1_FRcorp41.wav,0.113,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.63,1.89,ag_fra_list1_FRcorp41.wav,0.079,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.89,2.13,ag_fra_list1_FRcorp41.wav,0.081,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.13,2.53,ag_fra_list1_FRcorp41.wav,0.088,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.25,1.39,ag_fra_list1_FRcorp42.wav,0.065,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.39,1.59,ag_fra_list1_FRcorp42.wav,0.071,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.59,1.8135,ag_fra_list1_FRcorp42.wav,0.074,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.8135,1.94,ag_fra_list1_FRcorp42.wav,0.066,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,1.94,2.09,ag_fra_list1_FRcorp42.wav,0.077,fr,25,m,C2,A2
AG__pour gabriel__1,AG,pour gabriel,1,2.09,2.4735,ag_fra_list1_FRcorp42.wav,0.09,fr,25,m,C2,A2
AG__louche__1,AG,louche,1,2.4735,2.74,ag_fra_list1_FRcorp42.wav,0.093,fr,25,m,C2,A2
AG__distractor__1,AG,distractor,1,2.74,2.94,ag_fra_list1_FRcorp42.wav,0.074,fr,25,m,C2,A2
AG__tulle__1,AG,tulle,1,2.94,3.16,ag_fra_list1_FRcorp42.wav,0.068,fr,25,m,C2,A2
AG__juxtaposer__1,AG,juxtaposer,1,3.16,3.27,ag_fra_list1_FRcorp42.wav,0.066,fr,25,m,C2,A2
AG__pas ceux__1,AG,pas ceux,1,3.27,3.59,ag_fra_list1_FRcorp42.wav,0.087,fr,25,m,C2,A2
AG__garage__1,AG,garage,1,3.62,4.1,ag_fra_list1_FRcorp42.wav,0.099,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,0.83,1.08,ag_fra_list1_FRcorp43.wav,0.08,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.08,1.4,ag_fra_list1_FRcorp43.wav,0.083,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.4,1.63,ag_fra_list1_FRcorp43.wav,0.073,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.63,1.99,ag_fra_list1_FRcorp43.wav,0.088,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.32,1.57,ag_fra_list1_FRcorp44.wav,0.082,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.57,1.91,ag_fra_list1_FRcorp44.wav,0.082,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.91,2.17,ag_fra_list1_FRcorp44.wav,0.085,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.17,2.54,ag_fra_list1_FRcorp44.wav,0.089,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.3831,1.61,ag_fra_list1_FRcorp45.wav,0.082,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.61,2.03,ag_fra_list1_FRcorp45.wav,0.089,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.03,2.28,ag_fra_list1_FRcorp45.wav,0.075,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.28,2.68,ag_fra_list1_FRcorp45.wav,0.088,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.32,1.53,ag_fra_list1_FRcorp46.wav,0.069,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.53,2.22,ag_fra_list1_FRcorp46.wav,0.11,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.22,2.46,ag_fra_list1_FRcorp46.wav,0.081,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.46,2.87,ag_fra_list1_FRcorp46.wav,0.092,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.08,1.31,ag_fra_list1_FRcorp47.wav,0.083,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.31,1.77,ag_fra_list1_FRcorp47.wav,0.092,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.77,2.0,ag_fra_list1_FRcorp47.wav,0.08,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.0,2.38,ag_fra_list1_FRcorp47.wav,0.081,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.3134,1.57,ag_fra_list1_FRcorp48.wav,0.083,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.57,1.89,ag_fra_list1_FRcorp48.wav,0.089,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.89,2.42,ag_fra_list1_FRcorp48.wav,0.102,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.42,2.66,ag_fra_list1_FRcorp48.wav,0.084,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.66,3.04,ag_fra_list1_FRcorp48.wav,0.094,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.38,1.6,ag_fra_list1_FRcorp49.wav,0.075,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.6,1.76,ag_fra_list1_FRcorp49.wav,0.074,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.76,1.99,ag_fra_list1_FRcorp49.wav,0.074,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.99,2.22,ag_fra_list1_FRcorp49.wav,0.077,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.22,2.68,ag_fra_list1_FRcorp49.wav,0.096,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.8,2.02,ag_fra_list1_FRcorp4.wav,0.076,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,2.02,2.4,ag_fra_list1_FRcorp4.wav,0.096,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.4,2.64,ag_fra_list1_FRcorp4.wav,0.076,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.64,3.06,ag_fra_list1_FRcorp4.wav,0.092,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.36,1.55,ag_fra_list1_FRcorp50.wav,0.071,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.55,2.05,ag_fra_list1_FRcorp50.wav,0.098,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.05,2.27,ag_fra_list1_FRcorp50.wav,0.069,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.27,2.67,ag_fra_list1_FRcorp50.wav,0.095,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.2607,1.49,ag_fra_list1_FRcorp51.wav,0.081,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.49,2.0449,ag_fra_list1_FRcorp51.wav,0.102,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.0449,2.2855,ag_fra_list1_FRcorp51.wav,0.073,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.2855,2.66,ag_fra_list1_FRcorp51.wav,0.095,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.7957,2.07,ag_fra_list1_FRcorp52.wav,0.087,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,2.07,2.45,ag_fra_list1_FRcorp52.wav,0.088,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.45,2.71,ag_fra_list1_FRcorp52.wav,0.084,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.71,3.1021,ag_fra_list1_FRcorp52.wav,0.094,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.22,1.44,ag_fra_list1_FRcorp53.wav,0.075,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.44,1.74,ag_fra_list1_FRcorp53.wav,0.087,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.74,1.99,ag_fra_list1_FRcorp53.wav,0.081,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.99,2.42,ag_fra_list1_FRcorp53.wav,0.093,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.7057,1.9453,ag_fra_list1_FRcorp54.wav,0.086,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.9453,2.11,ag_fra_list1_FRcorp54.wav,0.079,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.11,2.36,ag_fra_list1_FRcorp54.wav,0.077,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.36,2.59,ag_fra_list1_FRcorp54.wav,0.084,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.59,3.0,ag_fra_list1_FRcorp54.wav,0.097,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.7377,1.97,ag_fra_list1_FRcorp55.wav,0.082,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.97,2.45,ag_fra_list1_FRcorp55.wav,0.096,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.45,2.7,ag_fra_list1_FRcorp55.wav,0.086,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.7,3.1,ag_fra_list1_FRcorp55.wav,0.084,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.57,1.81,ag_fra_list1_FRcorp56.wav,0.079,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.81,2.02,ag_fra_list1_FRcorp56.wav,0.073,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.02,2.26,ag_fra_list1_FRcorp56.wav,0.08,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.26,2.54,ag_fra_list1_FRcorp56.wav,0.082,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.54,2.97,ag_fra_list1_FRcorp56.wav,0.092,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.41,1.622,ag_fra_list1_FRcorp57.wav,0.073,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.622,2.13,ag_fra_list1_FRcorp57.wav,0.112,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.13,2.37,ag_fra_list1_FRcorp57.wav,0.076,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.37,2.77,ag_fra_list1_FRcorp57.wav,0.088,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.4326,1.67,ag_fra_list1_FRcorp58.wav,0.076,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.67,1.99,ag_fra_list1_FRcorp58.wav,0.088,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.99,2.25,ag_fra_list1_FRcorp58.wav,0.087,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.25,2.49,ag_fra_list1_FRcorp58.wav,0.082,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.49,2.94,ag_fra_list1_FRcorp58.wav,0.095,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.57,1.73,ag_fra_list1_FRcorp59.wav,0.073,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.73,1.9,ag_fra_list1_FRcorp59.wav,0.083,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.9,2.1,ag_fra_list1_FRcorp59.wav,0.071,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.1,2.21,ag_fra_list1_FRcorp59.wav,0.068,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.21,2.3452,ag_fra_list1_FRcorp59.wav,0.076,fr,25,m,C2,A2
AG__pour gabriel__1,AG,pour gabriel,1,2.3452,2.7566,ag_fra_list1_FRcorp59.wav,0.099,fr,25,m,C2,A2
AG__louche__1,AG,louche,1,2.99,3.16,ag_fra_list1_FRcorp59.wav,0.073,fr,25,m,C2,A2
AG__distractor__1,AG,distractor,1,3.16,3.31,ag_fra_list1_FRcorp59.wav,0.077,fr,25,m,C2,A2
AG__tulle__1,AG,tulle,1,3.31,3.47,ag_fra_list1_FRcorp59.wav,0.067,fr,25,m,C2,A2
AG__juxtaposer__1,AG,juxtaposer,1,3.47,3.56,ag_fra_list1_FRcorp59.wav,0.056,fr,25,m,C2,A2
AG__pas ceux__1,AG,pas ceux,1,3.56,3.7221,ag_fra_list1_FRcorp59.wav,0.078,fr,25,m,C2,A2
AG__garage__1,AG,garage,1,3.7221,4.25,ag_fra_list1_FRcorp59.wav,0.103,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.32,1.58,ag_fra_list1_FRcorp5.wav,0.081,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.58,1.96,ag_fra_list1_FRcorp5.wav,0.089,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.96,2.21,ag_fra_list1_FRcorp5.wav,0.082,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.21,2.64,ag_fra_list1_FRcorp5.wav,0.088,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,0.9,1.13,ag_fra_list1_FRcorp60.wav,0.079,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.13,1.36,ag_fra_list1_FRcorp60.wav,0.078,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.36,1.84,ag_fra_list1_FRcorp60.wav,0.099,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.84,2.09,ag_fra_list1_FRcorp60.wav,0.075,fr,25,m,C2,A2
AG__divan__1,AG,divan,1,2.09,2.48,ag_fra_list1_FRcorp60.wav,0.094,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.34,1.5823,ag_fra_list1_FRcorp61.wav,0.125,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.5823,2.28,ag_fra_list1_FRcorp61.wav,0.143,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.28,2.52,ag_fra_list1_FRcorp61.wav,0.086,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.52,2.89,ag_fra_list1_FRcorp61.wav,0.092,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.19,1.43,ag_fra_list1_FRcorp62.wav,0.072,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.43,1.73,ag_fra_list1_FRcorp62.wav,0.085,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,1.73,1.98,ag_fra_list1_FRcorp62.wav,0.082,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,1.98,2.37,ag_fra_list1_FRcorp62.wav,0.098,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.4907,1.81,ag_fra_list1_FRcorp63.wav,0.08,fr,25,m,C2,A2
AG__sérieux__1,AG,sérieux,1,1.81,2.13,ag_fra_list1_FRcorp63.wav,0.088,fr,25,m,C2,A2
AG__cache cache__1,AG,cache cache,1,2.13,2.37,ag_fra_list1_FRcorp63.wav,0.081,fr,25,m,C2,A2
AG__hier__1,AG,hier,1,2.37,2.75,ag_fra_list1_FRcorp63.wav,0.094,fr,25,m,C2,A2
AG__j'en chie__1,AG,j'en chie,1,1.74,1.89,ag_fra_list1_FRcorp64.wav,0.066,fr,25,m,C2,A2
